taxonKey	year	em_status	dr_1	dr_2	dr_3	dr_4
1017419	2020	1	TRUE	FALSE	FALSE	FALSE
1031394	2020	1	TRUE	FALSE	FALSE	FALSE
1031400	2020	1	TRUE	FALSE	FALSE	FALSE
1031684	2020	2	FALSE	TRUE	FALSE	FALSE
1031742	2020	1	FALSE	FALSE	FALSE	FALSE
1043717	2020	1	TRUE	FALSE	FALSE	FALSE
1045323	2020	0	TRUE	FALSE	TRUE	FALSE
1047536	2020	3	FALSE	TRUE	FALSE	TRUE
1119292	2020	1	TRUE	FALSE	FALSE	FALSE
1309600	2020	2	FALSE	TRUE	FALSE	FALSE
1309652	2020	2	FALSE	TRUE	FALSE	FALSE
1311477	2020	3	FALSE	TRUE	FALSE	TRUE
1316805	2020	0	TRUE	FALSE	TRUE	FALSE
1323402	2020	0	FALSE	FALSE	TRUE	FALSE
1346919	2020	3	FALSE	TRUE	FALSE	TRUE
1421091	2020	3	FALSE	TRUE	FALSE	TRUE
1421095	2020	3	FALSE	TRUE	FALSE	TRUE
1622599	2020	3	FALSE	TRUE	FALSE	TRUE
1626096	2020	1	FALSE	FALSE	FALSE	FALSE
1650106	2020	1	TRUE	FALSE	FALSE	FALSE
1651430	2020	2	FALSE	TRUE	FALSE	FALSE
1652212	2020	1	FALSE	FALSE	FALSE	FALSE
1690429	2020	3	FALSE	TRUE	FALSE	TRUE
1702101	2020	1	FALSE	FALSE	FALSE	FALSE
1718308	2020	3	FALSE	TRUE	FALSE	TRUE
1719204	2020	0	TRUE	FALSE	TRUE	FALSE
1722299	2020	3	FALSE	TRUE	FALSE	TRUE
1749449	2020	3	FALSE	TRUE	FALSE	TRUE
1749580	2020	2	FALSE	TRUE	FALSE	FALSE
1751299	2020	0	TRUE	FALSE	TRUE	FALSE
1830284	2020	1	TRUE	FALSE	FALSE	FALSE
1873051	2020	1	TRUE	FALSE	FALSE	FALSE
1873890	2020	1	TRUE	FALSE	FALSE	FALSE
1910629	2020	1	TRUE	FALSE	FALSE	FALSE
1932752	2020	1	TRUE	FALSE	FALSE	FALSE
1941864	2020	1	TRUE	FALSE	FALSE	FALSE
1997215	2020	0	TRUE	FALSE	TRUE	FALSE
2007665	2020	1	TRUE	FALSE	FALSE	FALSE
2008616	2020	1	FALSE	FALSE	FALSE	TRUE
2020655	2020	2	FALSE	TRUE	FALSE	FALSE
2020779	2020	1	TRUE	FALSE	FALSE	FALSE
2037925	2020	3	FALSE	TRUE	FALSE	TRUE
2037991	2020	1	TRUE	FALSE	FALSE	FALSE
2038171	2020	1	FALSE	FALSE	FALSE	FALSE
2041682	2020	3	FALSE	TRUE	FALSE	TRUE
2049296	2020	1	FALSE	FALSE	FALSE	FALSE
